Magnetic Anomaly (2018)
---------------------------------
Column1: Longitude (degree)
Column2: Latitude (degree)
Column3: Magnetic Anomaly (nT)
---------------------------------
Longit. Latit.  MagAno
127.400 34.450   -62.6
127.425 34.450   -41.6
127.450 34.450   -21.4
127.475 34.450    63.7
127.500 34.450    40.2
127.525 34.450   -57.8
127.550 34.450    83.7
127.575 34.450   212.7
127.600 34.450    48.5
127.625 34.450    72.0
127.650 34.450     6.7
127.675 34.450    12.0
127.700 34.450   -20.7
127.725 34.450   -52.1
127.750 34.450   -55.3
127.775 34.450    38.2
127.800 34.450   204.7
127.825 34.450   206.0
127.850 34.450    -7.1
127.875 34.450  -176.5
127.900 34.450  -157.6
127.925 34.450   -33.7
127.950 34.450   116.1
125.825 34.475  -107.8
125.850 34.475  -121.5
125.875 34.475   -65.9
125.900 34.475  -151.4
125.925 34.475   -20.7
125.950 34.475   -82.6
125.975 34.475    37.9
126.000 34.475   -82.9
126.025 34.475   -63.9
126.050 34.475   -74.3
126.075 34.475   -80.2
126.100 34.475  -142.0
126.125 34.475   139.8
126.150 34.475   247.3
126.175 34.475   368.3
126.200 34.475   178.1
126.225 34.475    12.8
126.250 34.475    -8.8
126.275 34.475   269.1
126.300 34.475   -21.0
126.325 34.475   246.0
126.350 34.475    46.4
126.375 34.475    90.3
126.400 34.475    65.7
126.425 34.475    -3.0
126.450 34.475   -18.5
126.475 34.475   -46.2
126.500 34.475   -36.5
126.525 34.475    92.4
126.550 34.475    24.0
126.575 34.475   -34.8
126.600 34.475   183.7
126.625 34.475    63.3
126.650 34.475   -30.4
126.675 34.475  -128.5
126.700 34.475  -201.3
126.725 34.475  -187.6
126.750 34.475  -257.9
126.775 34.475  -292.1
126.800 34.475   -87.4
126.825 34.475  -112.2
126.850 34.475  -271.7
126.875 34.475   -55.4
126.900 34.475  -176.3
126.925 34.475   -39.8
126.950 34.475   -97.8
126.975 34.475  -196.4
127.000 34.475  -209.5
127.025 34.475   -31.6
127.050 34.475  -120.0
127.075 34.475  -160.9
127.100 34.475  -207.1
127.125 34.475  -298.2
127.150 34.475  -387.9
127.175 34.475  -440.1
127.200 34.475  -365.0
127.225 34.475   -39.5
127.250 34.475   158.6
127.275 34.475  -116.1
127.300 34.475   507.6
127.325 34.475   -43.7
127.350 34.475   -69.9
127.375 34.475   -54.4
127.400 34.475   -80.7
127.425 34.475   -46.4
127.450 34.475   -44.3
127.475 34.475   -94.7
127.500 34.475   -61.0
127.525 34.475  -155.1
127.550 34.475   -74.9
127.575 34.475   -80.9
127.600 34.475   -51.8
127.625 34.475   -54.8
127.650 34.475    48.3
127.675 34.475    55.9
127.700 34.475    49.3
127.725 34.475    30.8
127.750 34.475   -29.5
127.775 34.475   148.1
127.800 34.475    61.1
127.825 34.475   974.2
127.850 34.475    65.5
127.875 34.475  -152.3
127.900 34.475   -92.4
127.925 34.475    85.9
127.950 34.475   316.3
127.975 34.475   227.5
125.775 34.500   -35.9
125.800 34.500     1.1
125.825 34.500  -124.7
125.850 34.500   -45.1
125.875 34.500     9.4
125.900 34.500   -55.6
125.925 34.500   -20.6
125.950 34.500   171.3
125.975 34.500   170.4
126.000 34.500     0.5
126.025 34.500   -23.7
126.050 34.500   -53.4
126.075 34.500    21.1
126.100 34.500   -69.7
126.125 34.500   -94.4
126.150 34.500   -23.2
126.175 34.500   300.1
126.200 34.500   168.4
126.225 34.500   316.5
126.250 34.500  -122.9
126.275 34.500   -58.6
126.300 34.500  -170.2
126.325 34.500  -132.0
126.350 34.500  -154.0
126.375 34.500   161.4
126.400 34.500    -6.7
126.425 34.500   -68.3
126.450 34.500   -90.3
126.475 34.500   -27.1
126.500 34.500   -85.8
126.525 34.500   -83.6
126.550 34.500   -37.5
126.575 34.500   -32.1
126.600 34.500  -504.1
126.625 34.500  -200.1
126.650 34.500  -159.5
126.675 34.500  -155.3
126.700 34.500  -121.7
126.725 34.500  -185.8
126.750 34.500  -192.1
126.775 34.500  -193.7
126.800 34.500  -281.3
126.825 34.500   -79.3
126.850 34.500  -110.6
126.875 34.500  -210.5
126.900 34.500   -81.9
126.925 34.500   -49.8
126.950 34.500   -46.3
126.975 34.500   -91.3
127.000 34.500  -118.9
127.025 34.500   -83.3
127.050 34.500   -83.2
127.075 34.500   -96.7
127.100 34.500  -144.7
127.125 34.500  -211.7
127.150 34.500  -249.0
127.175 34.500  -280.6
127.200 34.500  -291.2
127.225 34.500  -338.3
127.250 34.500  -222.5
127.275 34.500  -128.8
127.300 34.500   -38.2
127.325 34.500    46.1
127.350 34.500    10.2
127.375 34.500   -48.3
127.400 34.500   -47.6
127.425 34.500    14.6
127.450 34.500    26.6
127.475 34.500   -66.7
127.500 34.500  -197.1
127.525 34.500  -165.3
127.550 34.500  -102.6
127.575 34.500  -135.7
127.600 34.500   -97.8
127.625 34.500    -2.2
127.650 34.500   -27.5
127.675 34.500    37.5
127.700 34.500   319.1
127.725 34.500   202.2
127.750 34.500   275.5
127.775 34.500   -22.5
127.800 34.500    14.1
127.825 34.500   126.8
127.850 34.500   -81.4
127.875 34.500  -195.0
127.900 34.500   -62.9
127.925 34.500   265.5
127.950 34.500   168.7
127.975 34.500    -2.9
128.000 34.500  -109.8
128.025 34.500   -41.5
128.050 34.500    72.1
128.075 34.500   131.9
128.100 34.500   172.2
128.125 34.500  -172.6
128.150 34.500   -65.2
128.175 34.500   -40.7
128.200 34.500   157.0
128.225 34.500    31.2
128.250 34.500    21.5
128.275 34.500    92.3
128.300 34.500    17.3
128.325 34.500   -13.3
128.350 34.500    12.1
128.375 34.500  -150.7
128.400 34.500  -258.2
128.425 34.500    42.4
128.450 34.500    -7.4
128.475 34.500   113.7
128.500 34.500  -165.6
128.525 34.500   -94.3
128.550 34.500   -23.3
128.575 34.500    83.3
128.600 34.500    -5.7
128.625 34.500    47.4
125.800 34.525   -66.3
125.825 34.525  -103.3
125.850 34.525  -122.0
125.875 34.525   -31.6
125.900 34.525    52.1
125.925 34.525   -41.2
125.950 34.525    41.6
125.975 34.525    51.6
126.000 34.525   141.9
126.025 34.525   -85.2
126.050 34.525  -148.8
126.075 34.525   -68.4
126.100 34.525  -109.3
126.125 34.525  -195.7
126.150 34.525  -312.4
126.175 34.525  -439.6
126.200 34.525  -233.3
126.225 34.525  -283.3
126.250 34.525  -286.2
126.275 34.525  -366.8
126.300 34.525  -287.9
126.325 34.525  -220.5
126.350 34.525  -151.0
126.375 34.525  -491.1
126.400 34.525  -491.0
126.425 34.525  -258.4
126.450 34.525  -237.6
126.475 34.525  -150.5
126.500 34.525   170.7
126.525 34.525  -114.1
126.550 34.525  -211.5
126.575 34.525  -199.8
126.600 34.525  -162.7
126.625 34.525   102.3
126.650 34.525    47.8
126.675 34.525   -93.2
126.700 34.525  -135.1
126.725 34.525  -171.3
126.750 34.525  -141.0
126.775 34.525  -341.7
126.800 34.525  -648.8
126.825 34.525  -371.9
126.850 34.525  -144.9
126.875 34.525   -28.8
126.900 34.525   -35.4
126.925 34.525   -15.1
126.950 34.525    40.7
126.975 34.525    96.8
127.000 34.525    60.5
127.025 34.525     9.4
127.050 34.525   -32.4
127.075 34.525   -75.2
127.100 34.525   -94.3
127.125 34.525  -112.2
127.150 34.525  -148.9
127.175 34.525  -201.5
127.200 34.525  -153.0
127.225 34.525  -244.9
127.250 34.525  -329.7
127.275 34.525   207.2
127.300 34.525   -30.4
127.325 34.525   -98.4
127.350 34.525   -95.3
127.375 34.525   -96.6
127.400 34.525   -56.6
127.425 34.525     0.4
127.450 34.525    13.6
127.475 34.525   -64.4
127.500 34.525   -62.7
127.525 34.525     9.4
127.550 34.525  -111.8
127.575 34.525   -60.2
127.600 34.525   -13.0
127.625 34.525     1.4
127.650 34.525   261.5
127.675 34.525   185.2
127.700 34.525    73.8
127.725 34.525    70.4
127.750 34.525  -128.7
127.775 34.525  -191.2
127.800 34.525  -247.2
127.825 34.525  -159.8
127.850 34.525   -84.5
127.875 34.525  -179.4
127.900 34.525  -345.0
127.925 34.525  -315.3
127.950 34.525  -251.7
127.975 34.525  -199.7
128.000 34.525  -324.5
128.025 34.525  -403.4
128.050 34.525  -388.3
128.075 34.525  -425.9
128.100 34.525  -484.5
128.125 34.525  -301.3
128.150 34.525   -75.7
128.175 34.525     9.9
128.200 34.525    84.3
128.225 34.525   108.3
128.250 34.525   106.4
128.275 34.525    25.7
128.300 34.525   -63.1
128.325 34.525   -12.6
128.350 34.525   -31.4
128.375 34.525   -96.6
128.400 34.525   -88.9
128.425 34.525  -100.9
128.450 34.525   -44.8
128.475 34.525   -41.6
128.500 34.525   -62.7
128.525 34.525  -189.1
128.550 34.525  -208.6
128.575 34.525   -99.0
128.600 34.525   -51.1
128.625 34.525   -46.9
125.800 34.550   -69.0
125.825 34.550   -92.8
125.850 34.550   -92.3
125.875 34.550   -81.2
125.900 34.550   -68.1
125.925 34.550   -58.8
125.950 34.550    10.1
125.975 34.550   102.7
126.000 34.550  -114.9
126.025 34.550   -23.1
126.050 34.550   -31.5
126.075 34.550   -16.1
126.100 34.550  -127.7
126.125 34.550  -139.8
126.150 34.550  -247.5
126.175 34.550  -296.9
126.200 34.550  -283.4
126.225 34.550  -319.6
126.250 34.550  -328.7
126.275 34.550  -286.8
126.300 34.550  -314.3
126.325 34.550  -259.7
126.350 34.550  -148.3
126.375 34.550  -205.1
126.400 34.550  -180.6
126.425 34.550  -225.7
126.450 34.550   -70.0
126.475 34.550  -228.8
126.500 34.550  -191.3
126.525 34.550    54.1
126.550 34.550   -31.5
126.575 34.550   -62.2
126.600 34.550    22.7
126.625 34.550  -115.8
126.650 34.550   -26.6
126.675 34.550  -147.3
126.700 34.550  -156.3
126.725 34.550  -113.1
126.750 34.550  -144.8
126.775 34.550  -166.6
126.800 34.550  -135.4
126.825 34.550   125.4
126.850 34.550   123.8
126.875 34.550    61.0
126.900 34.550  -194.1
126.925 34.550  -236.8
126.950 34.550   -92.9
126.975 34.550  -127.9
127.000 34.550   -23.6
127.025 34.550    25.1
127.050 34.550  -113.8
127.075 34.550  -141.4
127.100 34.550  -136.2
127.125 34.550   -98.5
127.150 34.550  -148.3
127.175 34.550  -247.9
127.200 34.550  -194.3
127.225 34.550  -206.5
127.250 34.550   -64.8
127.275 34.550   -83.0
127.300 34.550  -147.8
127.325 34.550  -147.7
127.350 34.550  -104.1
127.375 34.550   -24.2
127.400 34.550   488.4
127.425 34.550   521.4
127.450 34.550    29.7
127.475 34.550   -51.6
127.500 34.550  -148.7
127.525 34.550  -123.6
127.550 34.550  -199.0
127.575 34.550  -163.8
127.600 34.550   -26.9
127.625 34.550   -42.8
127.650 34.550    67.8
127.675 34.550   147.2
127.700 34.550   -46.4
127.725 34.550   -31.5
127.750 34.550   -28.7
127.775 34.550  -174.7
127.800 34.550  -185.6
127.825 34.550   -94.9
127.850 34.550  -159.3
127.875 34.550  -188.7
127.900 34.550  -300.0
127.925 34.550  -414.6
127.950 34.550  -491.6
127.975 34.550  -513.6
128.000 34.550  -434.8
128.025 34.550  -364.0
128.050 34.550  -447.6
128.075 34.550  -545.1
128.100 34.550  -549.1
128.125 34.550  -345.7
128.150 34.550  -143.5
128.175 34.550   -52.5
128.200 34.550    74.4
128.225 34.550  -232.0
128.250 34.550  -263.8
128.275 34.550  -207.8
128.300 34.550    19.7
128.325 34.550   -31.9
128.350 34.550   -81.3
128.375 34.550  -122.4
128.400 34.550   -53.8
128.425 34.550    11.8
128.450 34.550   -23.6
128.475 34.550    -8.2
128.500 34.550   -43.6
128.525 34.550  -107.8
128.550 34.550   -12.6
128.575 34.550    15.2
128.600 34.550     5.1
128.625 34.550   -12.8
125.750 34.575   157.0
125.775 34.575   514.3
125.800 34.575   -84.2
125.825 34.575  -126.9
125.850 34.575    50.8
125.875 34.575     7.6
125.900 34.575   -11.3
125.925 34.575  -124.7
125.950 34.575   -89.7
125.975 34.575   -12.6
126.000 34.575   109.8
126.025 34.575    85.6
126.050 34.575     1.1
126.075 34.575   142.0
126.100 34.575     5.0
126.125 34.575    59.6
126.150 34.575  -111.8
126.175 34.575  -244.3
126.200 34.575  -237.3
126.225 34.575  -284.2
126.250 34.575  -116.0
126.275 34.575  -301.4
126.300 34.575  -213.4
126.325 34.575     0.7
126.350 34.575  -117.8
126.375 34.575   -83.6
126.400 34.575   -37.5
126.425 34.575   -44.7
126.450 34.575  -191.2
126.475 34.575  -146.1
126.500 34.575  -136.5
126.525 34.575  -176.5
126.550 34.575   -66.2
126.575 34.575   -53.9
126.600 34.575   122.0
126.625 34.575    11.0
126.650 34.575   -15.4
126.675 34.575   -33.8
126.700 34.575  -177.2
126.725 34.575  -180.7
126.750 34.575   -46.7
126.775 34.575   -42.9
126.800 34.575  -136.5
126.825 34.575  -180.3
126.850 34.575  -228.5
126.875 34.575     3.7
126.900 34.575   -57.5
126.925 34.575   135.7
126.950 34.575   -14.2
126.975 34.575   103.7
127.000 34.575   -28.5
127.025 34.575  -177.6
127.050 34.575  -167.0
127.075 34.575  -170.6
127.100 34.575  -170.1
127.125 34.575  -138.8
127.150 34.575  -144.9
127.175 34.575  -187.6
127.200 34.575  -196.5
127.225 34.575  -269.8
127.250 34.575   -62.4
127.275 34.575   -29.4
127.300 34.575    14.8
127.325 34.575   -47.5
127.350 34.575     1.1
127.375 34.575   117.5
127.400 34.575  -199.8
127.425 34.575  -477.6
127.450 34.575  -195.5
127.475 34.575    59.9
127.500 34.575   119.8
127.525 34.575  -124.7
127.550 34.575  -162.9
127.575 34.575  -118.8
127.600 34.575     7.3
127.625 34.575  -103.4
127.650 34.575  -271.9
127.675 34.575  -230.0
127.700 34.575  -150.4
127.725 34.575   -96.6
127.750 34.575  -148.3
127.775 34.575   -39.7
127.800 34.575   125.6
127.825 34.575    -5.0
127.850 34.575  -132.1
127.875 34.575   -38.1
127.900 34.575  -196.2
127.925 34.575  -344.2
127.950 34.575  -333.5
127.975 34.575  -291.7
128.000 34.575  -301.8
128.025 34.575  -340.2
128.050 34.575  -342.2
128.075 34.575  -392.5
128.100 34.575  -422.1
128.125 34.575  -461.0
128.150 34.575  -369.9
128.175 34.575  -338.6
128.200 34.575  -324.0
128.225 34.575  -210.6
128.250 34.575  -242.1
128.275 34.575   -88.3
128.300 34.575   -22.9
128.325 34.575   -27.0
128.350 34.575     1.8
128.375 34.575  -112.0
128.400 34.575  -119.3
128.425 34.575   -42.3
128.450 34.575  -154.5
128.475 34.575  -143.7
128.500 34.575   -81.3
128.525 34.575   -30.1
128.550 34.575    39.7
128.575 34.575    92.6
128.600 34.575    61.7
128.625 34.575    -9.5
125.750 34.600  -159.8
125.775 34.600  -458.3
125.800 34.600   520.6
125.825 34.600  -121.8
125.850 34.600   -53.2
125.875 34.600  -317.6
125.900 34.600  -360.5
125.925 34.600  -108.8
125.950 34.600  -115.5
125.975 34.600   -58.3
126.000 34.600    31.7
126.025 34.600    44.4
126.050 34.600    82.0
126.075 34.600    48.0
126.100 34.600    -8.7
126.125 34.600    -5.8
126.150 34.600     0.7
126.175 34.600   -87.7
126.200 34.600  -214.7
126.225 34.600  -201.2
126.250 34.600  -217.1
126.275 34.600  -200.7
126.300 34.600   -22.1
126.325 34.600    -4.1
126.350 34.600    -7.5
126.375 34.600   -16.0
126.400 34.600   -84.6
126.425 34.600  -201.1
126.450 34.600  -252.6
126.475 34.600  -255.4
126.500 34.600  -250.1
126.525 34.600  -147.8
126.550 34.600  -129.3
126.575 34.600   112.6
126.600 34.600    47.0
126.625 34.600    34.8
126.650 34.600   -84.7
126.675 34.600  -165.4
126.700 34.600  -199.1
126.725 34.600  -214.5
126.750 34.600   -89.2
126.775 34.600    -9.4
126.800 34.600  -145.7
126.825 34.600  -126.5
126.850 34.600  -217.6
126.875 34.600  -251.1
126.900 34.600  -374.5
126.925 34.600  -445.7
126.950 34.600  -185.8
126.975 34.600   197.4
127.000 34.600   127.4
127.025 34.600  -162.5
127.050 34.600  -181.6
127.075 34.600  -234.1
127.100 34.600  -270.5
127.125 34.600  -215.7
127.150 34.600  -252.4
127.175 34.600  -251.5
127.200 34.600  -136.8
127.225 34.600  -139.8
127.250 34.600  -145.9
127.275 34.600   -69.1
127.300 34.600   -42.8
127.325 34.600  -125.4
127.350 34.600  -277.9
127.375 34.600  -209.8
127.400 34.600  -310.7
127.425 34.600   -61.4
127.450 34.600   120.3
127.475 34.600  -389.9
127.500 34.600  -241.1
127.525 34.600  -107.9
127.550 34.600   -86.8
127.575 34.600  -242.8
127.600 34.600  -154.0
127.625 34.600  -143.1
127.650 34.600  -137.4
127.675 34.600  -221.5
127.700 34.600  -267.1
127.725 34.600  -238.0
127.750 34.600  -181.1
127.775 34.600    56.4
127.800 34.600    70.4
127.825 34.600   -13.4
127.850 34.600   -21.4
127.875 34.600   102.9
127.900 34.600  -146.2
127.925 34.600  -134.4
127.950 34.600  -201.0
127.975 34.600  -244.6
128.000 34.600  -197.0
128.025 34.600  -134.5
128.050 34.600  -180.3
128.075 34.600  -220.6
128.100 34.600  -145.1
128.125 34.600  -443.9
128.150 34.600  -403.7
128.175 34.600  -358.7
128.200 34.600  -200.1
128.225 34.600  -126.1
128.250 34.600   -69.8
128.275 34.600   -10.3
128.300 34.600  -123.6
128.325 34.600  -155.9
128.350 34.600  -159.8
128.375 34.600  -107.8
128.400 34.600   -17.3
128.425 34.600   -94.1
128.450 34.600  -184.4
128.475 34.600  -181.2
128.500 34.600  -130.8
128.525 34.600    68.2
128.550 34.600  -195.2
128.575 34.600   190.6
128.600 34.600  -227.6
128.625 34.600   -14.8
128.650 34.600    63.5
128.675 34.600    53.3
125.750 34.625  -152.2
125.775 34.625  -192.5
125.800 34.625  -197.4
125.825 34.625   143.0
125.850 34.625  -377.1
125.875 34.625  -724.8
125.900 34.625   -48.2
125.925 34.625   -85.4
125.950 34.625  -132.6
125.975 34.625  -157.0
126.000 34.625  -228.8
126.025 34.625   -51.4
126.050 34.625    64.5
126.075 34.625    37.4
126.100 34.625    41.4
126.125 34.625    49.0
126.150 34.625   103.9
126.175 34.625   -26.8
126.200 34.625  -106.3
126.225 34.625  -101.6
126.250 34.625  -154.8
126.275 34.625   -40.8
126.300 34.625  -163.5
126.325 34.625    22.8
126.350 34.625   -79.0
126.375 34.625  -197.3
126.400 34.625  -254.2
126.425 34.625  -259.4
126.450 34.625  -281.9
126.475 34.625  -289.8
126.500 34.625  -383.3
126.525 34.625  -264.7
126.550 34.625  -332.1
126.575 34.625  -233.7
126.600 34.625  -278.4
126.625 34.625  -307.1
126.650 34.625   118.6
126.675 34.625   -48.0
126.700 34.625  -144.8
126.725 34.625  -200.4
126.750 34.625  -199.1
126.775 34.625   -83.6
126.800 34.625   -57.3
126.825 34.625  -169.9
126.850 34.625  -252.2
126.875 34.625  -403.1
126.900 34.625   -54.1
126.925 34.625   100.5
126.950 34.625   -47.9
126.975 34.625  -163.1
127.000 34.625  -163.3
127.025 34.625   -51.3
127.050 34.625  -293.1
127.075 34.625  -238.7
127.100 34.625  -224.0
127.125 34.625  -183.2
127.150 34.625  -174.6
127.175 34.625  -116.2
127.200 34.625  -144.2
127.225 34.625  -227.4
127.250 34.625  -300.0
127.275 34.625  -189.8
127.300 34.625  -185.0
127.325 34.625  -395.3
127.350 34.625  -108.8
127.375 34.625   368.7
127.400 34.625  -112.3
127.425 34.625  -219.1
127.450 34.625  -123.7
127.475 34.625  -270.5
127.500 34.625  -339.3
127.525 34.625  -182.9
127.550 34.625  -234.2
127.575 34.625  -281.9
127.600 34.625  -227.9
127.625 34.625  -166.1
127.650 34.625  -203.8
127.675 34.625   -91.2
127.700 34.625  -167.2
127.725 34.625   -60.3
127.750 34.625  -146.9
127.775 34.625  -252.8
127.800 34.625    -8.6
127.825 34.625   -30.9
127.850 34.625  -190.8
127.875 34.625  -171.4
127.900 34.625  -129.6
127.925 34.625  -140.2
127.950 34.625  -158.6
127.975 34.625  -225.9
128.000 34.625  -191.0
128.025 34.625  -125.5
128.050 34.625   -54.6
128.075 34.625   -83.7
128.100 34.625  -128.8
128.125 34.625  -168.9
128.150 34.625  -143.3
128.175 34.625  -132.7
128.200 34.625  -214.3
128.225 34.625    46.3
128.250 34.625   103.4
128.275 34.625  -102.0
128.300 34.625   212.0
128.325 34.625  -122.5
128.350 34.625    86.8
128.375 34.625   111.8
128.400 34.625  -175.4
128.425 34.625  -245.5
128.450 34.625  -103.1
128.475 34.625   -73.4
128.500 34.625  -142.9
128.525 34.625  -154.7
128.550 34.625  -167.9
128.575 34.625  -142.3
128.600 34.625  -176.6
128.625 34.625  -121.8
128.650 34.625   186.9
128.675 34.625   135.6
125.750 34.650  -202.4
125.775 34.650   -52.7
125.800 34.650   -27.8
125.825 34.650   -27.9
125.850 34.650   192.6
125.875 34.650  -387.9
125.900 34.650  -215.4
125.925 34.650   -82.8
125.950 34.650   -75.4
125.975 34.650    52.2
126.000 34.650  -407.9
126.025 34.650    40.3
126.050 34.650    14.8
126.075 34.650    68.6
126.100 34.650   255.2
126.125 34.650    74.5
126.150 34.650   -10.2
126.175 34.650   103.1
126.200 34.650    61.9
126.225 34.650   -69.3
126.250 34.650  -230.3
126.275 34.650   -94.6
126.300 34.650   -98.3
126.325 34.650   387.3
126.350 34.650   -79.6
126.375 34.650  -206.3
126.400 34.650  -223.0
126.425 34.650  -125.6
126.450 34.650  -102.6
126.475 34.650  -240.0
126.500 34.650  -295.8
126.525 34.650  -319.5
126.550 34.650  -361.2
126.575 34.650  -244.3
126.600 34.650  -177.9
126.625 34.650   -27.4
126.650 34.650   558.0
126.675 34.650    61.6
126.700 34.650  -249.5
126.725 34.650  -157.8
126.750 34.650  -198.8
126.775 34.650   -88.9
126.800 34.650   -92.3
126.825 34.650  -267.8
126.850 34.650  -211.0
126.875 34.650  -257.7
126.900 34.650  -525.6
126.925 34.650  -242.1
126.950 34.650  -171.7
